drug_ingredient,has_inn,buzz_count,source_regions,company,trend_tags,flags,articles_json,latest_date
Sintilimab,True,1,EU-EMA,,📈 新進觀察標的,,"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Sintilimab"", ""summary"": ""Treatment of non-squamous non-small cell lung cancer in adults"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-july-2026_en.xlsx"", ""date"": ""2026-07-07""}]",2026-07-07
Sonrotoclax,True,1,EU-EMA,,📈 新進觀察標的,臨床 三期,"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Sonrotoclax"", ""summary"": ""Treatment of adult patients with relapsed or refractory mantle cell lymphoma (MCL)"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-july-2026_en.xlsx"", ""date"": ""2026-07-07""}]",2026-07-07
Sufentanil / Ketamine,True,1,EU-EMA,,📈 新進觀察標的,,"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Sufentanil / Ketamine"", ""summary"": ""Treatment of acute pain in children aged 1 to less than 18 years."", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-july-2026_en.xlsx"", ""date"": ""2026-07-07""}]",2026-07-07
Tafamidis,True,1,EU-EMA,,📈 新進觀察標的,,"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Tafamidis"", ""summary"": ""Treatment of hereditary transthyretin amyloidosis in adult patients with cardiomyopathy (ATTR-CM)."", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-july-2026_en.xlsx"", ""date"": ""2026-07-07""}]",2026-07-07
Taletrectinib,True,1,EU-EMA,,📈 新進觀察標的,,"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Taletrectinib"", ""summary"": ""Treatment of adults with ROS1 positive advanced non-small cell lung cancer"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-july-2026_en.xlsx"", ""date"": ""2026-07-07""}]",2026-07-07
Tanruprubart,True,1,EU-EMA,,📈 新進觀察標的,孤兒藥,"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Tanruprubart"", ""summary"": ""Treatment of Guillain-Barré syndrome in adults and children"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-july-2026_en.xlsx"", ""date"": ""2026-07-07""}]",2026-07-07
Temozolomide,True,1,EU-EMA,,📈 新進觀察標的,孤兒藥,"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Temozolomide"", ""summary"": ""Treatment of adults with glioblastoma multiforme and children with malignant glioma"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-july-2026_en.xlsx"", ""date"": ""2026-07-07""}]",2026-07-07
Tofacitinib,True,1,EU-EMA,,📈 新進觀察標的,,"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Tofacitinib"", ""summary"": ""Treatment of rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis, and ulcerative colitis in adults, and juvenile idiopathic arthritis (JIA) in children from 2 years old"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-july-2026_en.xlsx"", ""date"": ""2026-07-07""}]",2026-07-07
Tozorakimab,True,1,EU-EMA,,📈 新進觀察標的,,"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Tozorakimab"", ""summary"": ""Treatment for chronic obstructive pulmonary disease (COPD) in adult patients"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-july-2026_en.xlsx"", ""date"": ""2026-07-07""}]",2026-07-07
Trilaciclib,True,1,EU-EMA,,📈 新進觀察標的,,"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Trilaciclib"", ""summary"": ""Prevention of chemotherapy-induced myelosuppression when administered prior to platinum/etoposide- or topotecan-containing regimens for extensive-stage small cell lung cancer (ES-SCLC)"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-july-2026_en.xlsx"", ""date"": ""2026-07-07""}]",2026-07-07
Vedolizumab,True,1,EU-EMA,,📈 新進觀察標的,,"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Vedolizumab"", ""summary"": ""Treatment of Ulcerative Colitis, Crohn’s Disease and pouchitis in adults"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-july-2026_en.xlsx"", ""date"": ""2026-07-07""}]",2026-07-07
Veligrotug,True,1,EU-EMA,VIRIDIAN THERAPEUTICS INC,📈 新進觀察標的,臨床 三期,"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Veligrotug"", ""summary"": ""Treatment of moderate to severe thyroid eye disease in adults"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-july-2026_en.xlsx"", ""date"": ""2026-07-07""}]",2026-07-07
Venglustat,True,1,EU-EMA,,📈 新進觀察標的,孤兒藥,"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Venglustat"", ""summary"": ""Treatment of Type 3 Gaucher disease (GD3) in adults and children"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-july-2026_en.xlsx"", ""date"": ""2026-07-07""}]",2026-07-07
Zamtocabtagene autoleucel,True,1,EU-EMA,,📈 新進觀察標的,孤兒藥 / PRIME,"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Zamtocabtagene autoleucel"", ""summary"": ""Treatment of adults with large B-cell lymphoma"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-july-2026_en.xlsx"", ""date"": ""2026-07-07""}]",2026-07-07
Zopapogene imadenovec,True,1,EU-EMA,,📈 新進觀察標的,孤兒藥,"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Zopapogene imadenovec"", ""summary"": ""Treatment of respiratory papillomatosis in adults"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-july-2026_en.xlsx"", ""date"": ""2026-07-07""}]",2026-07-07
